名前,本文,マップ,階層,キャラ（ミカベル）,キャラ２（アズフレイア）,ミカ段階,服装,分類１,分類２,その他,説明,,,,マップ,階層,キャラ,キャラ２,ミカ段階,,分類,その他,説明
検問2の2,":name[ミカ,Actor1]
「んっ…♡ちょ…いきな…りぃっ…♡やめっ…♡」
\M[地の文ウインドウ]:name[\,Actor1]
ということで、の言葉と同時に、
衛兵の双掌がミカの両乳房をぐにゅう♡と鷲掴んだ。
:name[\,Actor1]
それだけで、既に下腹部のその奥から湧き出す
甘い疼きが何倍にも膨れ上がり、全身へと広がっていく。
:name[\,Actor1]
思わず漏れた抵抗の言葉は、
しかし明らかに雄へと媚びを売るメスのそれであった。
\M[会話ウインドウ]:name[ミカ,Actor1]
「んんぁぁっ…♡うぅぅ…♡お。おっぱい…そんな乱暴にっ♡
ね、も、もうちょっと優しくして…ひぃぃうっ…♡」
:name[ミカ,Actor1]
「っ…ていうかっ…♡裸なんだからそんな場所に物を隠せるわけないって…！」
:name[衛兵,Actor1]
「いやいや…例えば豊胸手術用のスライムボールの代わりに、
禁制品を胸に詰め込んで密輸する犯罪者だっているんだ。
少なくともこの胸が本物かどうかを見極める必要が俺にはある。」
:name[衛兵,Actor1]
「例えば偽乳だと、手触りがゴリゴリしていたり、
どれだけ揉んでも感度がイマイチだったり…なんてことがあるらしいが」
\M[地の文ウインドウ]:name[\,Actor1]
一方の衛兵はといえば、あまりにもミカが従順に従うからか。
既に裸の少女を相手にしているとは思えない横柄な態度で、
無遠慮に彼女の胸を揉みしだいている。",,,,,,,,,,,,,,,,,,,,,,
検問2の3,"\M[会話ウインドウ]:name[ミカ,Actor1]
「お、っ…♡な、何も変なものなんか詰めてないっ…♡」
:name[衛兵,Actor1]
「へぇ…ってことはこの下品なデカ乳は全部自前なんだな。
ま、確かにこのもみ心地は偽物じゃ再現できないか。
…それに乳首も馬鹿みたいにビンビンだしな」
\M[ミカ喘ぎ小]:name[ミカ,Actor1]
「あっ♡あっ♡や、やめっ♡ち、くびっ♡
そ、っ…れぇ…周りっ…♡
カリカリするのは駄目っ…だってぇ…♡んぃっ♡」
:name[衛兵,Actor1]
「まあまあ、これもボディチェックだから我慢して。
確かに感度は良好だが、一応ちゃんと確認しないとな」
:name[ミカ,Actor1]
「んぎぃぃっ♡♡ひ、っぱる…なぁっ…♡♡
や、ちっ…くび、伸びちゃっ♡♡」
\M[地の文ウインドウ]:name[\,Actor1]
男の指が執拗に桜色の突起を弄ぶ。
爪先で周囲を優しく撫でたかと思えば、
荒っぽく先端をつまみ上げ、緩急をつけた責めでミカの体をほぐしていく。
\M[会話ウインドウ]:name[ミカ,Actor1]
「ああ゛っ～♡や、ばっ…それっ…はっ♡」
:name[ミカ,Actor1]
（こ、いつ…！明らかに私の体で遊んでるっ…！
で、でも抵抗するとまた通さないとか言われそうだし…
こ、ここは我慢しないと…んっ♡）
\M[地の文ウインドウ]:name[\,Actor1]
いくらミカでも、
今現在の行為が検問の名を借りたセクハラであることは気づいていた。
:name[\,Actor1]
が、たとえどれだけ彼女に理があろうとも、
あくまでも二人の立場は衛兵と民間人。
:name[\,Actor1]
然るべきところへ訴えかければ、
この衛兵に処分を受けさせることは可能だろう。
が、間違いなく、そのためには多大な手間が生じるに違いない。
:name[\,Actor1]
見習い天使卒業のため、何人もの人間を助けなくては行けない彼女にとって、
そんな事に割いている時間が無いのは明らかであった。
:name[\,Actor1]
最も…
\M[会話ウインドウ]:name[ミカ,Actor1]
（くっそ…時間に余裕ができたら絶対に文句を言って…っあ♡
そ、そこいいっ…♡けど…んっ…♡
も、もうちょっと強くひねってもらえたほうが…♡ぉっ…♡）
:name[衛兵,Actor1]
「おいおい、ボディチェックだって言ってるのに、
色っぽい声を出すなよ。
もしかして俺の指がそんなに気持ちよかったのか？」
\M[ミカ吐息]:name[ミカ,Actor1]
「う…じゃなくて…！そ、そんなワケない…！
ね、ねぇ…！こ、これでもう終わり？」
:name[衛兵,Actor1]
「あ…？あ～…いや、まだだな。
もう一箇所、物を隠すにはうってつけの場所が残ってるだろ。
次はそっちだ。」
:name[ミカ,Actor1]
「へっ…？ま、ちょっ…！それって…！」",,,,,,,,,,,,,,,,,,,,,,
検問2の4,"\M[地の文ウインドウ]:name[\,Actor1]
言うが早いか、衛兵の腕が滑るように動き、指先が割れ目に触れる。
:name[\,Actor1]
腰に絡みつくよう、がっちりと抱えられた男の腕は、
慌てて身を捩るミカの抵抗などまるで意に介さない。
\M[会話ウインドウ]\M[ミカ喘ぎ中]:name[ミカ,Actor1]
「あ…ヒっ…♡ちょ…ほん…とぉ…♡今はっ…♡
だめっ…だってぇっ…♡」
:name[衛兵,Actor1]
「うおっ…すげ…もうドロドロじゃないか…！
そんなにおっぱい揉まれるのが気持ちよかったのか？」
:name[ミカ,Actor1]
「んんっ…♡い、やっ…そういうわけじゃなくて…♡
けどぉ…♡うぁ…♡ちょ…くぱくぱすんなっ…♡」
\M[地の文ウインドウ]:name[\,Actor1]
二本の指がくにくにと裂け目を開閉するたびに、
とろぉり♡とろぉり♡と、透明な液体が検問所の床にシミを作る。
:name[\,Actor1]
誰がどう見ても発情しているのは明らかであった。
:name[\,Actor1]
彼女とて、ただ胸を揉みしだかれた程度でここまで興奮することは、無い。
が、今回、この状況は別であった。
:name[\,Actor1]
本来肌を晒すべきではない検問所という場所で、
一糸まとわぬ姿になることがまず異常。
:name[\,Actor1]
さらにはあろうことか大股を広げ、
女の全てをさらけ出した羞恥極まりない格好を強制されているのだ。
:name[\,Actor1]
そんな状況で好き勝手に体を弄られるというシチュエーションが、
彼女の被虐性癖に火を灯さない筈もない。
胸を揉まれている最中から、既に女陰は熱く蜜を湛えていた。
:name[\,Actor1]\M[ミカボイス停止]
そこに、
\M[会話ウインドウ]\M[ミカ喘ぎ大]:name[ミカ,Actor1]
「んぉぉぉっ…♡あっ゛っ♡だ、ちょっ…♡やぁっ…♡
指っ…♡駄目…だってっ…♡」
:name[衛兵,Actor1]
「くぅぉぉっ…ちょ…これ…締め付け強すぎるだろ…っ…
すげ…ヤケドしそうなくらい熱いしさぁ…」
\M[地の文ウインドウ]:name[\,Actor1]
節くれだった指を貪欲に飲み込んで、
ミカの膣壁はぎゅうぎゅうと咥え込み離さない。
:name[\,Actor1]
すでにすっかり出来上がってしまっていた割れ目は、
はしたないほどにだらだらと涎を垂らし、
彼の指を奥へ奥へと誘導するかのように蠕動していた。
\M[会話ウインドウ]:name[ミカ,Actor1]
「こっ…れぇ…♡た、ただの手っ…♡マンじゃっ…♡♡」
:name[衛兵,Actor1]
「おいおい、女の子がそんなはしたない言葉を使うなよ
俺はあくまでもこの中に怪しい物が仕込まれてないか確認しているだけだ」
:name[衛兵,Actor1]
「…とはいえ、あんまりにも締め付けが強すぎて、
正直かなり調べにくいけどな。よっ…どれどれ…」
:name[ミカ,Actor1]
「ふぉ゛ぅ゛っ゛っ♡♡そ、そりぇっ♡まっ…まっでっ…♡
い、いきなりぐりぐりしないでっ…♡」
\M[地の文ウインドウ]:name[\,Actor1]
鈎字に曲げられた指先が、ごりっと膣壁を擦り上げるたび、
とてもではないが他人に聞かせられない嬌声を上げるミカ。
:name[\,Actor1]
ぐち♡ぐち♡と、粘っこい愛液が掻き出される鈍い音が鳴り響くたび、
彼女の体も合わせて弓なりに仰け反りかえる。
\M[会話ウインドウ]\M[ミカ喘ぎオホ声]:name[ミカ,Actor1]
「う゛あ゛ぉ゛ぉ゛っ♡♡にぢにぢするのっ♡やめ゛っ♡♡
ぞっっ゛れ゛…♡いぎそに゛…な゛るぅっ゛…♡」
:name[衛兵,Actor1]
「おっ、マジか。おういいぞ、さっさとイキな。
へへ…実は女をイカせたことってこれまで無いんだよな…」
:name[ミカ,Actor1]
（ぎっ…♡♡そ、そんなヤツにイカされるなんて最悪っ…♡♡
だけど…あっ…♡だめだこれ…も、ガマン、できなっ♡♡♡）
\M[ミカ絶頂うぐぅ]:name[ミカ,Actor1]
「んぎぃ゛ぁ゛っ…♡♡♡だっ…め゛っ゛♡♡♡
い、ぐぅっ゛っ゛～～～～～～～～～っっっ♡♡♡♡♡♡」",,,,,,,,,,,,,,,,,,,,,,
検問2の5,"\M[地の文ウインドウ]:name[\,Actor1]
ぶしぃぃぃぃ♡と音を立てて、
ミカの股間から盛大に雌臭い液体が撒き散らされる。
:name[\,Actor1]
体は弓なりに仰け反り、
必死に歯を食いしばった極めて無様な表情になりながら、
全身を駆け巡る絶頂の衝撃に、ガクガクと膝を震わせて。
\M[会話ウインドウ]
:name[衛兵,Actor1]
「うおお…女の子ってこんなに派手にイくんだな…
いや、もしかするとこいつがめちゃくちゃイキやすいってだけかもしれないけど…」",,,,,,,,,,,,,,,,,,,,,,
検問2の6,"\M[ミカ行為後はぁはぁ]:name[ミカ,Actor1]
「ほぉ゛ぉ゛っ゛…♡♡ふへっ゛…♡
ふぅぅ゛ぅ゛～～～～♡♡♡
うぐっ…♡うひっ゛…♡はへ………♡♡ぇ゛っ゛…♡♡」
:name[ミカ,Actor1]
（や、っばぁぁ…♡♡が、ガニ股手マンで潮吹きアクメ…
こ、れ…癖になりそ…♡♡）
\M[地の文ウインドウ]:name[\,Actor1]
絶頂の余韻に浸りながら、ミカの頭の中にはそんな思いが去来するのであった…",,,,,,,,,,,,,,,,,,,,,,
検問2段階目事後,"\M[会話ウインドウ]:name[衛兵,Actor1]
「よおっし、問題なし！通っていいよ！」
\M[ミカイキ顔2]:name[ミカ,Actor1]
（ボディチェックアクメ重っもぉ…♡♡
こ、こんなのクセになったらどうしよ…♡♡）",,,,,,,,,,,,,,,,,,,,,,
検問3の1,"\M[会話ウインドウ]\M[ミカ喘ぎ大]:name[ミカ,Actor1]
「はぁ゛ぁぁっ…♡ふぅぅ゛っ゛…♡♡ぉ゛っ♡♡
う、ぐっ…ぎぃぃぃぃっ♡♡♡
う゛あ゛ああああ゛ああ゛あ゛っ゛っ゛っ゛っ゛♡♡♡♡」
:name[衛兵,Actor1]
「はい１１回目～…おいおい大丈夫か？
脱水症状とか勘弁してくれよな。」
:name[ミカ,Actor1]
「あ゛あ゛あ゛っい゛っっっ♡♡いっでっ゛っ♡♡
ばっかなの゛に゛っ゛♡♡うぎっ♡♡
クリシコや゛、めでっ…ぇ゛♡♡」
\M[地の文ウインドウ]:name[\,Actor1]
検問所の中はむせ返るようなメスのにおいで充満していた。
:name[\,Actor1]
蜂の羽音に似た低い振動音が、
ミカの両乳首に固着されたビビッドピンクのカプセルから響き、
:name[\,Actor1]
ちゅこちゅこと扱き上げられるクリトリスの痙攣に合わせて、
撒き散らされる愛液が床に大きな水たまりを形成している。
:name[\,Actor1]
彼女がこボディチェックを受け始めてから既に３０分以上が経過していたが、
検問の名を借りた快楽攻めはいまだとどまることを知らず。
:name[\,Actor1]
指で、道具で、言葉で。
既にほぐされきった肉体は、少しの刺激でも敏感に跳ね回る。
:name[\,Actor1]
どっしりと開かれた両足の中央で、どうにか支えられている股間では、
もはや子どもの小指ほどにまで磨き上げられたクリトリスが、
衛兵の手によってぐにぐにと形を変えていた。
\M[会話ウインドウ]:name[ミカ,Actor1]
「やぁぁぁっ♡♡♡そ、それやだっ♡♡♡引っ張らなっ♡♡
んぎっぃ♡♡やっ♡伸びちゃうっ…♡お゛ぉ゛ぉ゛っ…♡♡
ふぐぉ゛ぉ゛ぉっ゛っっ゛っ゛…♡♡いぐっ…♡♡♡」
\M[地の文ウインドウ]:name[\,Actor1]
ぶしぃぃぃっ♡♡と、再び盛大な音を立てて、
撒き散らされた粘りのある体液は、斜め前へと撒き散らされ、
ぱたぱたぱたっ♡♡と壁にシミを作る。
:name[\,Actor1]
変形するたびに、喉の奥から絞り出すような奇妙な喘ぎ声をあげて
よがり狂うミカの姿に、しかし衛兵はどうにも不満げであった。
\M[会話ウインドウ]:name[衛兵,Actor1]
「１２回目～…う～ん…まぁおもしろ…じゃなくて…
これだけイけば万が一何かを隠し持ってても
誤魔化す気力とか無いとは思うんだが…」",,,,,,,,,,,,,,,,,,,,,,
検問3の2,":name[衛兵,Actor1]「まあでも、こういうときはキチンと中までチェックしないと……なっ…！！」",,,,,,,,,,,,,,,,,,,,,,
検問3の3,"\M[地の文ウインドウ]:name[\,Actor1]
どぶちゅっ♡♡♡♡♡
\M[会話ウインドウ]:name[ミカ,Actor1]
「っほ…♡♡ぁ…♡♡♡♡な、コレ…？挿入っ…？へっ…？
っごふぉ…♡ほぇ…♡♡ヤバ…♡♡♡♡
ぶっとッッッッッッッッッッ…ぐげっ゜っ゛♡♡♡」
\M[地の文ウインドウ]:name[\,Actor1]
掛け声と同時に、ミカの股間に強烈な衝撃が走る。
遅れて下腹部を刺激する痛烈な圧迫感は、彼女の膣内に
極めて巨大な張り型が収められたことを意味していた。",,,,,,,,,,,,,,,,,,,,,,
検問3の4,"\M[会話ウインドウ]\M[ミカ喘ぎオホ声]:name[ミカ,Actor1]
「ぉ゜お゛お゛おおっ゛っ゛っっ…♡♡♡
お゛ぉ゛ぉ゛ぶぅ゜ぇぇっっっ…♡♡♡
な゛ぁ゛っっ゛♡♡ごれっ…♡♡ぶっどっ…ずぎっぃ♡♡♡」
:name[衛兵,Actor1]
「うおっ…！？１３…いや４…１５…？
コレだけで何回イッたんだかわからんな…
ま、元気がいいのは良いことだっ…それっ！」
:name[ミカ,Actor1]
「ぷぎっぃ♡♡っ゜やっぁぁぁ♡♡おまんこ壊れりゅっ♡♡
ふぐぐぐぐっぅぅっ…♡ま、まんこ止まっ…♡♡
イキまくっちゃヤだァァァっっっ♡♡♡」
\M[地の文ウインドウ]:name[\,Actor1]
ばしゅっ♡ぷしゅっ♡と、
絶頂にあわせて勢いよく吹き出される愛液と、
その量にふさわしい快感の暴力に、半ばパニックを起こすミカ。
:name[\,Actor1]
聞き分けのない子供のように、いやだいやだと駄々をこねる彼女の意向を、
だが残念なことに衛兵は聞き入れる素振りもないままに、
ぐっぽぐぽと凶悪なディルドを上下に動かすばかり。
\M[会話ウインドウ]:name[ミカ,Actor1]
「ひぃ゛ぃん゛ぉ♡♡♡や゜ぁっ♡♡♡このちんぽっ♡♡
ちんぽじゃなぃ゛ぃ゛っ゛♡♡♡ぉゴゲっッ゜♡♡
ぎゅげげげげげげっ゛っ゛っ゛っ゛♡♡♡」
:name[ミカ,Actor1]
「こんなトゲトゲ知り゛っゃ♡♡な゛いぃ゛っ゛♡♡
ごりゅごりゅぅってっっ♡♡♡まんこっ♡すりおろされてりゅっ♡♡
まんこなくなるっ♡♡とれぢゃう゛っ゛っ♡♡」
:name[衛兵,Actor1]
「こういう突起で引っ掻いて、
膣内に入ってるかもしれない不審物を引っ張り出すんだよ。
あと、マンコは多分取れないから安心しときな～？」
\M[地の文ウインドウ]:name[\,Actor1]
全体は膣肉に覆われて見えないものの、変形した下腹部や、
尋常でない声を上げて絶頂を繰り返すミカの様子から、
突き入れられている張り型の異常性は推察できる。
:name[\,Actor1]
ひと突きごとに奇声を上げ、どうにか快感を逃がそうと
頭を振り回す彼女を、しかし衛兵は頑として逃がさずに、
過剰なほど丁寧に腟内を突き調べるのであった。",,,,,,,,,,,,,,,,,,,,,,
検問3の5,":name[\,Actor1]
 \c[0]十数分後\c[0]",,,,,,,,,,,,,,,,,,,,,,
検問3の6,"\M[会話ウインドウ]:name[ミカ,Actor1]
「ほへっ゜…っ゜♡♡はひ゜ぃ゜ぃ…♡♡
お、おまんこの感覚無くなっちゃったぁ…♡♡
やぁぁ゛ぁ゛…♡♡もう気持ちいいの嫌ぁぁぁぁ…♡♡♡」
\M[地の文ウインドウ]:name[\,Actor1]
そこにはガクガクと全身を痙攣させながら、
口角にぶくぶくと泡を溜めて快感を拒絶するミカの姿があった。
:name[\,Actor1]
数十分にも及ぶ、拷問とも取れるほどの快楽攻め…もとい身体検査によって、
すっかり体をぐずぐずにほぐされてしまった彼女の陰部には、
:name[\,Actor1]
どろどろの粘液にまみれたディルドの末端がふらふらとぶら下がっており、
はしたなくも肩幅大に開かれた両足も相まって、
極めて無様としか言いようのない哀れな恰好である。
\M[会話ウインドウ]\M[ミカ行為後はぁはぁ]:name[衛兵,Actor1]
「ふぅぅ～…よっし…！コレだけ調べても問題がないんだ。
怪しいものは所持していないということで良いだろう！
さ、もう通っていいよ！」
:name[ミカ,Actor1]
「ひぐっ…♡お、終わり…？や、やったっ…♡♡
や、やっと開放されるっ…♡♡ね、ねぇっ…♡♡
だ、だったら早くコレ取ってぇ…♡♡」
:name[衛兵,Actor1]
「ん？おっとそうだった…んよっっと…
あ、あれ…お、おい…
あんたの体液でどろどろで滑って取れないんだが…？」
\M[ミカ絶頂]:name[ミカ,Actor1]
「んひっ♡♡やっ…ひ、引っ張らないでっ…♡♡♡
んおおっっ♡♡やっ、ま、またイッちゃっっ♡♡
んぎぃぃぃっっ♡♡♡」
\M[地の文ウインドウ]:name[\,Actor1]
検問が終わり、使用したディルドを引き抜こうとする衛兵。
:name[\,Actor1]
だがしかし、ミカの愛液でどろどろにコーティングされたディルドは
ぬめりもあってなかなか引き抜くことができない。",,,,,,,,,,,,,,,,,,,,,,
検問3の7,"\M[会話ウインドウ]:name[衛兵,Actor1]
「うわっ！また潮吹いたっ！汚ったねぇ…！
ったくもう…仕方ないな…ちょっと乱暴だけど
覚悟しろよっ…」
\M[地の文ウインドウ]:name[\,Actor1]
そう言うと、ディルドの底面、
持ちやすいようリング状になっている箇所に脚の先端を引っ掛け…
\M[会話ウインドウ]:name[ミカ,Actor1]
「ひぇっ…♡♡やっ…♡♡♡そ、それダメ…♡♡♡
すっごく嫌な予感がするから止めてっ…♡♡♡
やだやだやだ止めて止めて止めっっっっ…♡♡♡」
",,,,,,,,,,,,,,,,,,,,,,
検問3の8,"\M[地の文ウインドウ]:name[\,Actor1]
づりゅりゅりゅりゅりゅりゅっっっっっっっ！！！！！
\M[会話ウインドウ]\M[ミカ絶頂オホ声]:name[ミカ,Actor1]
「はっ゜♡ぎゃ♡っ☆♡っ☆゜っ゛♡゜」
\M[地の文ウインドウ]:name[\,Actor1]
男の体重をかけた一撃に、
凄まじい勢いで引き抜かれるディルド。
:name[\,Actor1]
同時に、絶命間際の豚のような声を上げて
ミカが白目をむいた。
:name[\,Actor1]
明らかに女性器に入るには大きすぎるサイズと、
そもそも自然界ではありえない凶悪の形のそれが、
ミカの膣道をぞりぞりと削ぎ落としながら排出されたのだ。
:name[\,Actor1]
当然、すでに限界まで絶頂を極め、
グズグズに蕩けきっていた彼女の膣が、
その刺激に耐えられるはずもなく。",,,,,,,,,,,,,,,,,,,,,,
検問3の9,"\M[会話ウインドウ]:name[ミカ,Actor1]
「ほへっ…♡♡♡はへぇぇぇぇぇ…♡♡♡」
\M[地の文ウインドウ]:name[\,Actor1]
快楽のオーバーフローによって、脳細胞が完全に焼ききれたミカは、
哀れにも泡を吹きながら、ピクピクと前進を痙攣させるのであった…",,,,,,,,,,,,,,,,,,,,,,
軍隊ぶっかけ2導入1,"\M[おっさん立ち絵]\M[会話ウインドウ]:name[教官,Actor1]
「よし！今回の訓練はコレにて終了とする！
おいミカ！前に出てこい！」
",,,,,,,,,,,,,,,,,,,,,,
軍隊ぶっかけ2導入2,"\M[ミカ真顔]
:name[ミカ,Actor1]
「は、はっ！」
\M[ミカ不満]
\M[フキダシもじゃもじゃ]
\M[ミカもぉぉ]:name[ミカ,Actor1]
（くっそぉ…またパワハラ…
隊長さんには前回の件を伝えたのに
証拠がないとか言って結局潜入捜査は継続だし…）
\M[ミカ怒り]
\M[フキダシもじゃもじゃ]
:name[ミカ,Actor1]
（正直もう止めたいけど…
コイツを痛い目に合わせないと私の気が収まらない…！
今回こそは絶対に証拠を持ち帰って…）
",,,,,,,,,,,,,,,,,,,,,,
軍隊ぶっかけ2導入3,":name[教官,Actor1]
「よぉし！前回、貴様はしっかりと衛兵たる資質をその身で見せつけた！
だが…やはり1回だけではただの偶然、気まぐれだと考える連中も多いだろう！」
:name[教官,Actor1]
「そこで今回も同様の練習を行い、
私がお前の我慢強さを見せつける手伝いをしてやろう！
おい、返事は！」
\M[ミカ真顔]
\M[フキダシ削除]
:name[ミカ,Actor1]
「は、はっ！教官自らのご指導ご鞭撻、誠にありがとうございますっ！」
\M[ミカ恥怒り]
\M[フキダシ怒り]
:name[ミカ,Actor1]
（よく言うよ…
結局自分が気持ちよくなりたいだけのくせに…！）
:name[教官,Actor1]
「よおし！それではこれから何をされても決して動かないように！」",,,,,,,,,,,,,,,,,,,,,,
軍隊ぶっかけ2の1,":name[ミカ,Actor1]
（うっ…！ま、またチンコ出してきた…！
こんな汗とおしっこ臭いモノを人の顔に近づけるとか、
一体どういう神経してるんだよ…！）
\M[地の文ウインドウ]:name[\,Actor1]
前回同様、目の前に突き出された悪臭を放つ物体に、
思わず顔をしかめそうになる。残念なことに、
彼女が前回同様極めて屈辱的な目に合わされる事は明らかであった。

:name[\,Actor1]
軽く目を閉じ、できる限り目前の赤黒いペニスを見ないようにしながら、
これから行われる不愉快極まりない行為を耐える覚悟を固めている。
\M[会話ウインドウ]:name[ミカ,Actor1]
（というかこんな状況なのに誰も声を挙げないのも問題だよね…
衛兵になろうって人間が
セクハラされている女の子を見逃していいものなの…）
\M[地の文ウインドウ]:name[\,Actor1]
自身に向けられる、
訓練生たちの好気と情欲の入り混じった視線に苛つきを覚えながらも、
コレと言った対抗手段を取ることの出来ないミカはじっと耐えるしか無い。
:name[\,Actor1]
そんな彼女の心中を意に介しもせずに、
既に勢いよく扱き上げられた男根は、
目視だけでも十分な硬度を保っていることが見受けられた。
:name[\,Actor1]
教官の息も少しならず上がっている。
この様子ではおそらく射精も間近だろう…と、
来たるべき吐精の不快感を受け止めるため、改めて心構えをするミカであったが…
\M[会話ウインドウ]:name[教官,Actor1]
「うっ…！よ、よしっ…！そのベレー帽を貸せっ！」
",,,,,,,,,,,,,,,,,,,,,,
軍隊ぶっかけ2の2,"\M[ミカうわっ]:name[ミカ,Actor1]
「えっ！？うわっ…ちょっ…！？」
\M[地の文ウインドウ]:name[\,Actor1]
突如ミカの頭部を覆っていた緑色の覆いが取り外される。
\M[ピストン手コキ停止]
\M[射精長]
:name[\,Actor1]
予想外の展開に、困惑の声を上げる彼女の頭上で、
粘着質な射精音とともに吐き出された液体が、
なみなみと帽子の中へと注がれていく。
\M[会話ウインドウ]:name[教官,Actor1]
「うっ…ぉぉおおおっ…射精る射精る…っと…」
:name[ミカ,Actor1]
（うわぁ…何考えてるのこの人…）
\M[地の文ウインドウ]:name[\,Actor1]
貸与とはいえ自身の装束の一部であった軍帽が、
白く濁った粘液で満たされていくのを目の前で見つめるミカ。
:name[\,Actor1]
極めて理解の難しい奇行に走った教官の姿に、
これ以上下がるはずのない彼の株が限界を下回っていく。
\M[会話ウインドウ]:name[教官,Actor1]
「うっ…ふぅ…よし…！」
",,,,,,,,,,,,,,,,,,,,,,
軍隊ぶっかけ2の3,":name[ミカ,Actor1]
「ひええぇぇぇっっっっっっっっ！？！？」
\M[地の文ウインドウ]:name[\,Actor1]
突如、どぱぁ、という液体をぶちまける音と共に、
ミカの頭上にどっしりとした粘液の重さがのしかかる。
:name[\,Actor1]
滝のように頭上から降り注ぐ精液の生暖かい不快感に続いて、
鼻孔を刺激するツンとした悪臭が、
ミカの顔面をみるみる間に覆っていった。
\M[会話ウインドウ]:name[ミカ,Actor1]
（あ、ありえないって…！
ってかザーメン溜め込んだ帽子を被せるとかマジで何なのコイツ…！）
:name[ミカ,Actor1]
（うぇぇぇ…！あ、頭が生あったかい…！
おでこから垂れてくる精子が気持ち悪い…！
髪に精液がつくと落とすのすごい大変なのに…！）
\M[地の文ウインドウ]:name[\,Actor1]
突然の出来事に講義の声をあげようとするも、
なにせ頭部からは精液が滴り落ちている状況である。
うかつに口を開こうものなら、その生臭い液体が口の中に入りかねない。
:name[\,Actor1]
おまけに目の前で未だ硬さを保っている男根から見るに、
教官が満足していないのは明らかであった。
\M[会話ウインドウ]:name[教官,Actor1]
「ふぅ…うむ、きちんと我慢できているようだ！
私が良しと言うまで動くんじゃないぞ！」
:name[ミカ,Actor1]
（ちょ…！熱っ…！そんな汚いもの押し付けないで…！
わ、私のほっぺたはティッシュじゃないんだけど…！）
\M[地の文ウインドウ]:name[\,Actor1]
無用の争いを避けるため、
極めて不本意ながらもただ黙して次の仕打ちを待ち構えるミカ。
:name[\,Actor1]
そんな彼女の頬へと、射精直後の亀頭をなすりつけ、
先端に付着した精液を拭い取る教官の態度は、
彼女を都合のいいおもちゃか何かとして扱っているようにしか見えない。
\M[会話ウインドウ]:name[教官,Actor1]
「よおし、ついでにもう一発だ！感謝して受け取るように！」
",,,,,,,,,,,,,,,,,,,,,,
軍隊ぶっかけ2の4,"\M[ピストン手コキ停止]
\M[射精長]
:name[ミカ,Actor1]
（うっ…！しょ、正面から思いっきり…！んべっ…！
は、鼻に入った…っ！うっぷ…！
に、二回目なのに射精しすぎでしょ…！？）
\M[地の文ウインドウ]:name[\,Actor1]
顔の正面、至近距離から発射された精液が、
びちゃびちゃと粘着質な音をたてながらミカの顔面へとぶつかり、
その美しい肌を汚していく。
",,,,,,,,,,,,,,,,,,,,,,
軍隊ぶっかけ2の5,":name[\,Actor1]
真正面から吐き出された粘液と、
頭部から垂れ落ちる精液が混ざり合い、
まんべんなく不愉快な液体で覆い尽くされた顔面。

\M[会話ウインドウ]:name[訓練兵A,Actor1]
（うっわ…流石にエロすぎだろ…
こんなん抜くしか無いじゃん…）
:name[訓練兵B,Actor1]
（やべぇ…最低最悪のゴミ教官だと思ってたけど…
こんなの見せてくれるなら最高だわ…
一生ついていってもいいわ…）
:name[訓練兵C,Actor1]
（うっ…あふぅ…出ちゃった…）
\M[地の文ウインドウ]:name[\,Actor1]
情欲にかられた訓練生たちが、
こそこそとその淫猥さについて語り合う中、
一人極めて不愉快な目にあったミカ。
\M[会話ウインドウ]:name[ミカ,Actor1]
（な、何があってもコイツを首にしてやる…！）
\M[地の文ウインドウ]:name[\,Actor1]
精液でずっしりと重くなった顔面の不快感に耐えながら、
改めてミカは復讐を決意するのであった…
",,,,,,,,,,,,,,,,,,,,,,
